Name,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Total
Green Cactus,440,408,473,528,601,417,392,3259
The Hansom,541,371,459,356,512,388,632,3259
Buvette,504,296,296,564,385,740,473,3258
Harry's Bar & Dining Room,229,603,823,909,684,10,0,3258
The Lock Inn,469,243,361,342,520,843,478,3256
Café Luca,0,502,610,742,668,734,0,3256
Slug & Lettuce Leicester Square,471,416,499,6,750,751,362,3255
The Craft Beer Co. Covent Garden,208,336,400,510,576,880,345,3255
Andy’s Greek Taverna,347,369,440,419,549,565,565,3254
The London Pub,319,402,381,470,588,643,451,3254
Famous Three Kings,181,261,368,313,474,874,782,3253
Ye Olde Swiss Cottage,346,501,451,489,626,578,262,3253
Friend at Hand,271,408,440,511,665,592,366,3253
The George,308,367,432,522,510,682,432,3253
Eight Members Club Bank,260,618,835,1082,445,12,0,3252
"Goose Island Brewpub, London",225,330,458,561,563,751,363,3251
Bubbleology Soho,319,324,414,386,480,766,558,3247
The Blue Anchor,222,290,310,382,706,697,639,3246
Punch & Judy,321,334,391,419,518,809,453,3245
Bangalore Express City,290,425,448,653,628,536,265,3245
The Castle,320,346,344,378,560,722,575,3245
Lady Dinah's Cat Emporium,556,447,0,458,554,637,593,3245
Unity Diner,0,590,602,618,624,810,0,3244
The Fentiman Arms,242,340,389,421,633,656,562,3243
Mitre Greenwich Castle,270,297,336,343,574,798,625,3243
Fire Stables,178,269,254,385,601,893,662,3242
Karaoke Box Soho,253,223,342,403,626,898,496,3241
The Porchester Pub,331,408,383,409,581,567,561,3240
Cahoots London,0,376,449,476,565,880,493,3239
London Cocktail Club - Monument,177,288,453,602,612,747,360,3239
KuPP Paddington,0,416,458,658,530,610,565,3237
The Little Driver,290,186,438,395,510,652,765,3236
The Victoria Inn,238,230,173,342,700,897,652,3232
Anchor Bankside,278,289,350,481,566,832,435,3231
The Clapham North,209,239,280,316,448,1015,722,3229
The Montpelier,240,225,405,422,606,822,509,3229
The Mitre,375,274,305,421,490,620,743,3228
The Scolt Head,232,301,342,434,669,749,501,3228
The Moby Dick,173,368,394,387,575,749,582,3228
Jaks Mayfair,306,282,323,592,619,646,458,3226
Benito’s,459,546,481,657,384,638,60,3225
The Griffin Belle,237,402,450,476,680,560,419,3224
Burger & Lobster Oxford Circus,293,351,364,480,570,752,413,3223
Commercial Hotel Herne Hill,343,321,306,482,535,649,587,3223
Tulse Hill Hotel,194,383,287,336,554,729,739,3222
"The Mason's Arms, Battersea",290,309,415,546,599,565,497,3221
My Village Hawraman Cafe Bar,0,401,238,311,634,909,728,3221
Hawksmoor Air Street,355,361,358,405,427,744,571,3221
Theodore Bullfrog,180,359,487,615,560,795,225,3221
The White Bear,241,365,541,398,561,641,474,3221
Salt Quay Rotherhithe,232,317,320,390,592,816,554,3221
The Royal Oak,343,421,500,519,625,519,293,3220
Sindercombe Social,290,288,348,552,638,662,438,3216
The Carlton Tavern,323,422,279,355,621,628,588,3216
Ottoman,0,445,476,699,614,619,362,3215
Julie's Restaurant,0,635,464,634,758,724,0,3215
Bali Bali,354,441,476,543,598,802,0,3214
The Wigmore,0,521,585,632,756,717,0,3211
The Abbeville,249,220,262,302,632,804,741,3210
The Wilmington,216,298,365,689,609,520,509,3206
temper Covent Garden,285,339,437,524,531,799,291,3206
Le Cochonnet,363,410,275,381,591,572,613,3205
The Gallery Pub,428,388,529,555,544,462,299,3205
Workers Cafe,257,383,477,474,430,634,550,3205
The Greedy Cow,307,394,315,334,612,679,564,3205
El Metro,234,417,494,439,522,529,569,3204
Drayton Arms London Sw5,202,358,392,533,592,702,425,3204
Whiskey Ginger,0,365,447,472,666,812,439,3201
King Charles I,284,307,419,613,725,518,334,3200
The Kings Arms,311,432,495,633,520,519,289,3199
The Islington Town House,254,294,371,453,694,779,354,3199
"Moto - Japanese Sake Bar, Shop & Eatery",0,387,471,368,666,839,468,3199
Rocca,319,682,803,996,398,0,0,3198
"The Ship, Soho",263,369,419,471,633,686,354,3195
Bull Islington,182,169,500,419,568,833,524,3195
The Green Man,313,606,304,284,516,683,487,3193
Be at One Piccadilly Circus,330,318,372,440,649,696,387,3192
Duke of Cornwall,301,331,370,441,637,700,411,3191
The Furzedown,608,280,168,682,523,308,622,3191
The Jolly Sisters,203,375,248,502,520,857,483,3188
The Great North Wood,176,243,410,370,659,774,556,3188
John Snow,303,356,521,589,561,769,88,3187
The Somers Town Coffee House,363,589,544,547,567,358,219,3187
Brewers Inn Pub,242,240,260,500,563,740,641,3186
High Spirit Cocktail Bar,294,577,432,681,573,629,0,3186
The Cockpit,281,335,471,617,559,592,331,3186
Le Mercury,345,308,364,391,548,771,459,3186
The Cow,294,311,382,441,624,557,575,3184
The Punchbowl,254,466,560,709,622,573,0,3184
The Northcote,179,284,312,487,617,876,427,3182
Crown & Two Chairmen London,207,388,397,555,650,654,330,3181
The Golden Heart,236,281,344,483,635,741,460,3180
Dirty Bones Kensington,195,210,277,370,509,1066,551,3178
"The Windmill, Lambeth",229,371,467,576,548,598,389,3178
Leman Street Tavern,238,439,533,667,538,522,240,3177
Tacco,0,692,580,551,564,337,451,3175
"The Red Lion, Mayfair",339,458,522,725,633,498,0,3175
Princess of Prussia,300,487,494,658,681,555,0,3175
Oneills Wardour Street Londo,279,290,334,417,530,807,517,3174
Sagardi,272,367,426,552,604,624,329,3174
Silver Cross,242,304,428,578,521,721,378,3172
Vermuteria,248,306,358,403,481,750,626,3172
Lokanta Bar and Grill,353,407,336,406,666,628,376,3172
Kings Arms Chelsea,216,309,417,584,397,695,552,3170
Vaulty Towers,277,309,389,564,611,624,395,3169
The Roebuck,237,376,332,562,592,597,473,3169
Nightjar,383,365,378,425,485,623,509,3168
Bartons,467,468,379,392,424,531,507,3168
The Imperial Arms,89,336,636,476,376,609,644,3166
Clarette,0,471,466,704,706,819,0,3166
Two Spoons,177,345,443,540,505,748,406,3164
The Sun Tavern,288,315,438,515,513,782,312,3163
Bounce Farringdon,168,272,361,616,718,821,207,3163
Print Room Café - Students' Union UCL,602,683,600,742,534,0,0,3161
The Peckham Pelican,0,418,613,601,628,718,183,3161
All Bar One Victoria,205,351,504,681,591,593,235,3160
Prince of Wales,254,352,540,434,502,546,531,3159
Café Amisha,0,501,493,491,562,667,445,3159
Rossopomodoro Chelsea,0,388,496,510,553,668,541,3156
The Lighthouse Battersea,346,316,256,282,496,868,592,3156
The Rise,265,326,457,391,650,635,429,3153
The Havelock Tavern,332,408,424,438,452,430,669,3153
The Three Crowns,139,240,318,640,790,712,314,3153
KIBOU Japanese Kitchen & Bar,0,389,391,608,609,658,497,3152
Bbar,0,412,531,736,670,803,0,3152
The Thirsty Bear,144,265,429,671,558,806,279,3152
Noura Brasseries,376,455,400,551,498,607,263,3150
"The Shakespeare, Bethnal Green",243,312,418,340,598,823,414,3148
Castle Holland Park,232,292,374,428,675,581,565,3147
Omnibus Theatre,424,381,548,425,443,451,475,3147
Italian Bistro,394,348,436,403,514,593,459,3147
The Enterprise,340,287,373,494,446,709,497,3146
La Bodega de issy,324,262,272,392,474,857,564,3145
Two Brewers,267,349,403,472,507,789,357,3144
The Fox & Hounds,181,146,389,382,465,829,750,3142
Village Soho,211,297,353,426,548,781,524,3140
L'amour,438,352,319,395,653,463,519,3139
Masons Arms,205,432,460,717,716,608,0,3138
Yashin Sushi,331,397,543,608,473,424,361,3137
The Victoria,317,459,417,480,822,606,35,3136
The Crown & Cushion,263,406,347,471,639,579,430,3135
Fox & Firkin,225,193,282,291,512,911,720,3134
Leather Bottle,249,316,263,319,585,911,490,3133
Vinoteca City,364,558,596,730,488,397,0,3133
The Grafton,237,204,306,469,627,710,579,3132
Ninth Ward,0,421,607,619,662,685,138,3132
The Sydney Arms,215,261,412,462,642,793,345,3130
Ye Old White Horse,266,307,581,630,699,629,17,3129
The Fulham Mitre,249,296,425,369,513,681,595,3128
Bella Italia - The Strand,300,284,563,415,415,715,435,3127
De Beauvoir Arms,285,331,292,390,626,657,545,3126
The Windsor,402,421,293,378,658,764,209,3125
The Three Stags,279,150,375,552,592,609,567,3124
Benito's,351,352,418,457,457,712,376,3123
Knowles of Norwood,250,217,453,423,627,664,489,3123
Heritage Restaurant and Cocktail Bar,0,228,330,360,568,975,662,3123
Be At One Regent Street,206,240,335,404,570,840,526,3121
Le Pont de la Tour,275,332,436,533,723,523,298,3120
The Avalon,217,216,278,355,652,864,537,3119
Willows on The Roof - Cocktail Bar & Events Venue - John Lewis Rooftop,307,317,372,483,486,727,425,3117
The Lemon Tree,270,286,447,570,473,686,385,3117
Polpo Chelsea,262,440,455,528,429,670,332,3116
The Alma Pub,256,280,348,453,596,727,455,3115
Gloucester,252,226,373,359,746,700,459,3115
East Putney Tavern,267,289,351,465,693,678,371,3114
The Surprise,150,165,477,445,672,835,367,3111
The Duke,246,275,316,367,650,634,622,3110
Donasao Kitchen & Bar,331,360,406,475,663,546,329,3110
The North London Tavern,269,222,420,490,567,532,609,3109
Piano Lounge & Bar,451,396,362,422,398,543,537,3109
Be At One Greek Street,151,273,326,401,570,796,591,3108
Hen & Chickens N1,308,320,344,302,558,801,474,3107
Sparrowhawk,131,179,362,403,685,802,545,3107
SUSHINOEN,420,337,338,399,581,580,452,3107
The Gregorian,331,301,350,399,694,693,338,3106
The Blues Kitchen,247,247,338,374,579,832,489,3106
Burger & Lobster Threadneedle Street,249,356,426,659,550,603,261,3104
The Lordship Pub,109,257,299,327,624,885,603,3104
Barkney Wick,644,269,523,627,437,379,225,3104
Duke of Hammersmith,206,411,382,468,773,616,247,3103
Tanner & Co,252,328,383,644,527,687,282,3103
The Angel Oak,244,219,267,335,580,861,597,3103
The Artful Dodger,357,321,487,437,518,536,446,3102
Swan,236,361,450,588,785,514,167,3101
Maggie Jones's Restaurant,344,324,350,408,419,643,612,3100
Haverstock Tavern,240,285,300,328,652,746,548,3099
Kings Stores,235,309,472,669,570,508,336,3099
Discount Suit Company,279,348,344,468,562,789,309,3099
Battersea Brewery,226,320,323,446,548,831,403,3097
The Grosvenor pub,339,447,431,343,491,678,367,3096
Duke Of York,230,332,502,535,541,730,225,3095
The Stonhouse,154,237,269,341,710,705,678,3094
CRATE Brewery & Pizzeria,215,206,348,392,583,967,383,3094
The Barbary Next Door,0,413,353,496,557,739,536,3094
The Star of Kings,0,426,447,568,653,751,248,3093
Sapores Lounge,366,267,305,365,475,690,624,3092
Golden Lion,268,406,525,589,523,625,155,3091
Caffè Concerto - Oxford Street,381,354,292,373,422,608,660,3090
Brunswick House Restaurant,0,386,511,634,785,774,0,3090
Dirty Martini Bishopsgate,144,201,339,492,753,743,418,3090
Vila Ronel,319,243,308,386,463,656,714,3089
Ku Bar,281,248,335,411,495,783,536,3089
The Tankard,264,188,371,407,653,793,413,3089
Manor of Walworth,332,268,354,489,498,647,501,3089
Duke of Wellington,215,299,422,498,604,574,477,3089
KHP Social / Coffee Shop,480,448,392,556,460,372,380,3088
The Cobden,178,265,367,473,617,677,510,3087
Cambridge Hotel London Wc2,218,261,378,466,553,865,346,3087
Alwyne Castle Canonbury,264,320,336,414,586,769,398,3087
"The Latymers, Hammersmith",427,473,511,660,467,312,235,3085
"The Sun & 13 Cantons, Soho",177,370,481,622,563,659,213,3085
Kibele Restaurant,304,285,338,442,566,692,456,3083
St Moritz Restaurant,341,344,349,483,500,693,372,3082
Eastway Brasserie,219,330,406,784,455,469,419,3082
PEARL Hackney Wick,291,237,372,465,473,686,558,3082
Mele e Pere,203,284,417,563,548,823,243,3081
The Richmond,342,278,366,310,663,706,415,3080
Touro Brazilian Steakhouse Wimbledon,304,269,316,406,489,605,691,3080
The Flag,517,227,399,329,582,650,374,3078
The Olde Apple Tree,296,201,505,387,651,719,319,3078
The Lamb,261,335,401,559,724,557,239,3076
Little Bat,224,263,317,408,568,804,492,3076
Cacciari's Restaurant,290,384,335,489,584,504,489,3075
Prima Sapori d'Italia,231,337,440,433,387,718,529,3075
The Duke of Sussex,245,371,452,580,543,547,336,3074
Morty & Bob's,248,315,391,462,406,738,513,3073
The Tommy Tucker,172,376,572,425,479,529,519,3072
Lucky Voice Karaoke Soho,232,302,333,505,570,784,346,3072
London Cocktail Club - Liverpool Street,197,324,391,555,618,578,409,3072
Bibimbap Soho,280,385,362,432,398,736,478,3071
Canton Arms,180,292,389,477,546,615,571,3070
Black Sheep Coffee & Cocktails,326,751,707,813,472,0,0,3069
"The Hercules, Lambeth",78,352,399,484,702,665,388,3068
The White Hart,224,243,286,439,739,756,381,3068
Marquess of Anglesey,258,338,383,498,506,755,328,3066
Berkshire Lounge Bar,401,330,402,401,388,673,470,3065
280 Degrees African/ Nigerian Restaurant/Bar&Girll) Kilburn,332,380,217,347,584,667,537,3064
The Albion,269,504,563,556,534,403,234,3063
Sun,248,277,336,517,526,750,409,3063
The Duke of Wellington,338,298,313,305,519,845,444,3062
Market Place Bar,220,381,451,581,653,699,77,3062
Ember Yard,243,323,377,517,528,743,331,3062
The Two Bridges Ale House & Kitchen,155,275,396,647,544,750,295,3062
Clock House,266,219,242,288,492,903,652,3062
Crofton Park Tavern,329,243,304,458,545,564,619,3062
The Quality Chop House,0,435,559,610,562,510,385,3061
Capeesh,238,409,364,416,655,550,429,3061
Tina We Salute You E20,296,321,483,366,587,649,358,3060
The Distillery,161,218,318,342,604,1023,393,3059
Sun In Splendour Notting Hill,198,256,323,416,545,812,508,3058
Watsons General Telegraph,316,356,303,226,663,814,380,3058
Marquis Cornwallis,277,391,446,675,496,478,294,3057
El Camion,230,361,445,532,543,672,272,3055
The Keep of Brook Green,236,265,343,465,607,652,486,3054
Mamuśka! Polish Kitchen and Bar,251,283,349,421,490,799,460,3053
Zefi,276,343,325,509,548,612,439,3052
Yen Burger,431,310,452,413,486,528,432,3052
The Spice Of Life,282,261,367,455,579,760,347,3051
The Horns Tavern,377,294,429,233,592,584,541,3050
The Hercules Pillars,274,410,460,535,478,764,128,3049
The Drift,233,361,488,824,558,584,0,3048
All Bar One Wimbledon,257,264,363,386,731,741,305,3047
Quinns Camden,0,279,287,446,671,826,536,3045
The Victoria,204,257,375,437,599,691,482,3045
Slatterys,622,222,307,370,591,685,247,3044
The Hanbury,261,366,296,458,496,682,485,3044
The Railway Tavern,223,340,433,666,608,535,238,3043
Bella Italia - Cranbourn Street,356,352,316,469,493,610,447,3043
L'antico Restaurant Pizzeria Bar,429,443,585,337,442,392,414,3042
The Elgin - Maida Vale,179,277,445,418,548,847,328,3042
All Bar One Liverpool Street,156,254,422,655,700,734,121,3042
805 Restaurants,307,286,321,326,563,595,644,3042
Wolfpack Fulham,147,343,412,416,516,781,424,3039
Lincoln Lounge,317,446,606,490,671,509,0,3039
The Little Taperia,273,326,238,430,569,724,478,3038
The Hawley Arms,162,232,237,377,597,927,506,3038
Brewhouse & Kitchen - Hoxton,204,446,391,517,640,518,322,3038
Simmons Bar | Oxford Street,146,176,236,431,622,883,543,3037
Queens Arms London,281,353,249,354,665,685,448,3035
Golden Lion Fulham,285,257,397,332,652,762,349,3034
The Hermits Cave,345,294,386,438,592,631,348,3034
The Captain Kidd,201,233,326,435,608,787,444,3034
Mare Street Market,262,223,247,367,616,885,434,3034
Pub On The Park,195,250,298,303,541,928,519,3034
The Perception at W London,333,237,375,305,382,875,525,3032
The Grove Balham,187,208,227,436,635,764,574,3031
Windsor Fenchurch,226,452,599,761,835,158,0,3031
The Crown Tavern,195,391,594,681,469,483,217,3030
TwoRuba,220,338,389,627,641,658,157,3030
Carmen Tapas,404,289,365,362,473,523,613,3029
The Stewart Arms,356,308,344,442,769,361,447,3027
The Queens,241,309,356,339,482,774,526,3027
The Great Southern Pub,0,111,354,532,546,760,724,3027
Prospect of Whitby,271,247,297,455,519,773,465,3027
The Jolly Gardeners,252,328,333,379,573,656,504,3025
Mem & Laz Brasserie,240,300,279,424,600,746,436,3025
The Blind Beggar,147,287,313,460,670,930,218,3025
Retro Cafe 2.0,573,392,430,472,600,311,246,3024
The Rose & Crown,240,223,306,270,565,755,665,3024
The Pyrotechnist's Arms,168,215,273,441,642,802,483,3024
The Sporting Page,276,304,522,422,605,492,402,3023
Dirty Bones Shoreditch,121,196,253,439,654,894,466,3023
Davy's Wine Vaults - Greenwich,295,307,402,401,496,717,404,3022
Duke of Battersea,223,242,306,398,643,901,307,3020
The Bricklayers Arms,238,314,486,566,628,569,219,3020
The Chandos,253,320,333,503,523,733,353,3018
The Prince Bonaparte,250,253,350,328,643,582,611,3017
Terra Terra,0,381,468,526,651,669,322,3017
The Secret Bar,125,149,410,416,668,794,455,3017
The Diner - Spitalfields,261,237,309,383,501,741,585,3017
Common Counter at Glass House,0,365,501,605,480,542,524,3017
Day & Night Islington,0,393,406,440,738,788,251,3016
Yashin Ocean House,242,352,449,477,634,397,463,3014
The Lord Tredegar,196,463,314,424,534,480,600,3011
Green Man,261,301,433,571,526,508,410,3010
Urban Golf,307,302,470,634,659,638,0,3010
The Salusbury Pub,235,262,403,394,648,641,426,3009
Vagabond,269,369,493,595,488,620,175,3009
The Old Oak,291,280,367,319,581,580,590,3008
Phoenix Arts Club,260,199,317,446,607,613,566,3008
The Mayor of Scaredy Cat Town,262,269,245,368,457,914,493,3008
Market Place Restaurant,272,262,347,475,491,772,387,3006
Chelsea Funhouse,12,163,284,430,679,954,480,3002
Coq d'Argent,294,513,589,590,615,400,0,3001
Pride of Pimlico,326,420,379,424,697,408,346,3000
"Railway Tavern, Norwood",218,206,262,277,559,883,595,3000
Violet's,117,258,259,534,556,854,422,3000
Black Sheep Coffee & Cocktails,476,552,518,637,420,204,191,2998
Montys Bar,178,151,224,241,541,941,721,2997
Rules,0,0,655,705,641,575,420,2996
The Old Nuns Head,229,259,287,355,612,691,563,2996
Upstairs At Rules,0,0,655,705,641,575,420,2996
Marquis Of Westminster,345,402,372,569,479,454,372,2993
Bala Baya,259,328,402,533,495,618,358,2993
Bottega Prelibato,242,450,578,604,551,568,0,2993
Mr. White’s English Chophouse London Whitechapel,220,432,435,476,637,443,350,2993
The Herne Tavern,0,368,358,423,649,661,531,2990
The Lauriston,265,283,437,307,518,717,462,2989
Shoreditch Wine House,239,394,486,659,474,538,199,2989
Star & Garter,128,241,407,523,600,838,252,2989
Garrick Arms,191,253,328,449,494,859,414,2988
South Place Chop House,189,480,583,669,352,555,158,2986
The Gun,65,276,335,394,693,648,574,2985
The Breakfast Club,388,318,324,351,430,566,607,2984
White Horse,181,330,288,382,636,755,412,2984
Be At One - Covent Garden Lyceum,139,407,414,452,572,851,147,2982
The Globe in Morning Lane London,527,174,295,306,538,493,649,2982
B@1 Cocktail Bar,139,407,414,452,572,851,147,2982
The Chancellors,281,216,405,369,614,678,415,2978
Foley's,382,272,354,540,523,574,333,2978
The Angel,229,249,253,320,564,829,533,2977
Prince of Wales,182,272,362,384,623,762,391,2976
The Paternoster,255,376,514,712,551,309,259,2976
Rotunda Bar and Restaurant,174,166,397,646,545,680,364,2972
Iris Avenue,290,451,380,539,661,650,0,2971
Stein's Berlin,123,329,463,574,567,615,299,2970
Quaglino's,200,226,398,457,634,704,351,2970
Be At One - Farringdon,148,237,281,648,763,761,132,2970
The Brigade Bar + Kitchen,340,545,731,762,592,0,0,2970
The Carpenters Arms,248,387,419,649,512,437,317,2969
Constitution,0,470,436,490,559,449,565,2969
The Albion,219,259,283,388,463,663,690,2965
Piazza Italiana,0,542,689,710,661,363,0,2965
M Bar,271,879,751,811,249,0,0,2961
The Nags Head,215,244,439,472,541,684,365,2960
Lucy 1st Ethiopian Restaurant & Bar London,329,257,283,264,338,657,832,2960
21 Covent Garden,166,315,259,280,630,826,484,2960
Garden Bar,206,322,444,402,670,564,351,2959
Brewdog Camden,221,361,393,344,542,819,278,2958
Fox on the Green,211,297,297,365,506,857,425,2958
The Curtains Up,260,268,370,415,586,557,501,2957
"The Castle, Tooting",198,216,382,389,646,739,387,2957
The George,0,271,502,827,489,868,0,2957
BrewDog Shepherd's Bush,259,298,418,450,530,738,263,2956
Earl Of Camden,244,287,307,372,525,805,415,2955
Falcon Clapham North SW4,183,213,226,376,664,858,435,2955
The Botanist Broadgate Circle,192,340,514,699,577,606,27,2955
Library Islington,252,361,334,344,650,663,350,2954
Spinach Restaurant,325,228,336,429,422,703,509,2952
Walker Briggs,203,205,317,405,627,720,473,2950
Mikkeller Bar London,197,251,325,410,641,747,379,2950
Art & Craft SW16 Beer Bottle Shop,304,425,489,533,610,409,179,2949
Homeboy Bar Embassy Gardens,123,265,325,477,667,701,390,2948
Il Cucciolo Restaurant,389,399,424,485,545,705,0,2947
City of Quebec,306,322,350,439,577,545,407,2946
The Joiners Arms,222,241,520,350,505,659,449,2946
Arthur Hooper's,282,526,707,677,358,396,0,2946
The Union Paddington,227,377,459,536,524,512,310,2945
Two More Years,131,216,381,594,488,834,301,2945
Cafe La Divina,272,260,351,429,557,572,503,2944
The Dog House,159,215,383,459,629,701,397,2943
Acacus Libyan Restaurant & shisha,0,186,562,417,550,566,659,2940
The Breakfast Club on Berwick Street,484,339,360,196,583,454,524,2940
Al Forno Wimbledon,238,280,337,331,504,695,554,2939
Kings Head,266,259,249,329,569,831,436,2939
Freedom Bar,159,261,377,430,506,793,413,2939
Bear & Staff Charing Cross Roa,250,244,310,333,544,841,417,2939
Trellick Lounge,409,358,354,381,373,520,543,2938
Be At One - Russell Street,141,276,368,429,504,777,443,2938
The Dublin Castle,178,252,263,290,507,785,662,2937
The Old Red Lion,221,241,334,332,571,657,581,2937
dim t,366,354,415,485,479,436,400,2935
"Princess Louise, Holborn",260,395,461,619,517,683,0,2935
The Old Frizzle,163,244,290,356,629,743,509,2934
The Bolton Kensington,246,360,477,372,506,650,323,2934
"The Ship, Southwark",83,476,368,611,481,723,192,2934
Walpole Pub & Kitchen,129,315,292,491,686,541,480,2934
Cafe Kick,227,359,325,513,517,500,492,2933
Harmony Place Cafe & Bar,0,431,422,441,652,592,395,2933
Lord Morpeth,239,374,379,349,562,555,474,2932
Comptons,343,290,319,370,531,630,446,2929
The Coffee Room Surrey Quays,447,397,466,394,340,436,449,2929
Epoc,400,164,405,543,323,681,413,2929
Vineyard,166,234,278,338,611,957,344,2928
Two Hundred Rye Lane,319,308,327,405,565,633,371,2928
Coravin Wine & Bubbles Bar,0,355,499,654,666,752,0,2926
Old Eagle Pub,252,400,402,386,635,510,341,2926
Bella Italia - Irving Street,285,265,320,340,433,819,462,2924
Flowers of the Forest,135,251,313,627,733,519,346,2924
Flare Carnaby,240,264,297,357,492,796,477,2923
Wright's Bar,452,461,536,606,611,256,0,2922
The Trafalgar Arms,226,314,336,335,642,644,423,2920
Whippet Inn,230,250,313,401,635,487,603,2919
The Kings Head,244,471,562,471,559,612,0,2919
The Latchmere,320,249,281,231,438,794,602,2915
Sushi and Robata by Genji,280,535,513,691,440,88,367,2914
Quo Vadis,0,485,582,644,654,549,0,2914
Over Under Ladbroke Grove,369,396,526,334,400,389,498,2912
The Open Page,91,332,287,436,649,719,398,2912
The Captain Cook,201,229,255,354,600,797,475,2911
The Grapes SW18,293,371,417,558,815,449,7,2910
Dog & Duck Bateman St London W,215,260,319,425,555,804,328,2906
The Duck and Rice,0,344,406,441,499,736,480,2906
Pachamama East,313,305,438,422,504,541,379,2902
Bridge House W2,166,166,259,341,533,797,639,2901
ISLA RAY,320,0,280,346,565,821,569,2901
The Lock Tavern,86,187,291,477,536,860,463,2900
"Nags Head, Covent Garden",310,287,295,346,386,728,548,2900
Ye Olde Cheshire Cheese,245,371,473,529,555,725,0,2898
Fleets,245,413,461,709,566,504,0,2898
"Spread Eagle, Camden",234,312,344,366,575,704,362,2897
The Sun Pub,186,333,363,661,565,789,0,2897
Bar 61 Restaurant,360,410,329,337,484,543,433,2896
Norfolk Arms,219,326,476,482,601,454,338,2896
Atrio Restaurant & Bar,324,315,257,378,425,677,520,2896
Iberica Marylebone,293,384,414,498,610,696,0,2895
The Chandos,266,230,289,359,674,611,466,2895
The 10 Cases,306,307,370,530,666,715,0,2894
Kua 'Aina (Carnaby Street),271,310,314,456,497,745,300,2893
The Kennington,187,264,277,483,604,498,579,2892
The Peasant,0,0,496,599,498,769,530,2892
Bell Bush Lane Ec4,328,529,697,678,659,0,0,2891
Bradley's Spanish Bar,280,287,349,540,697,593,144,2890
10 Greek Street,0,239,559,704,653,735,0,2890
Hannah,110,192,240,276,595,981,495,2889
Bar Crispin,313,458,432,478,581,522,104,2888
The Porterhouse,0,279,406,533,601,831,237,2887
The Drapers Arms,222,269,330,385,502,483,696,2887
Simmons Bar | Old Street,208,228,224,417,561,791,458,2887
The Antelope,275,224,275,315,600,735,461,2885
Castle Portobello London,291,166,270,258,516,845,538,2884
The Earlsfield Gastropub,163,165,266,232,625,916,517,2884
The Candlemaker,142,204,261,353,361,945,618,2884
Caxton Grill,223,404,563,672,453,239,330,2884
The Horn of Plenty,13,424,343,439,550,691,422,2882
The Dundee Arms,139,219,331,373,647,777,394,2880
The Castle,222,421,516,659,554,507,0,2879
28-50 Wine Workshop & Kitchen,172,309,351,425,510,698,413,2878
Bermondsey Bar and Kitchen,224,324,444,612,615,581,78,2878
Netil Radio & Bar,190,272,315,421,518,769,392,2877
The Harcourt,211,354,518,344,496,735,218,2876
The Kings Arms,0,369,409,472,497,604,525,2876
Majesty Lounge,219,311,407,417,513,484,524,2875
The Ship,188,223,239,288,543,810,583,2874
nue ground,287,275,340,409,404,511,648,2874
The Belle Vue,190,260,313,402,504,726,478,2873
Hackney Bridge,0,387,422,433,464,718,449,2873
Condesa,249,258,236,616,630,884,0,2873
Gaucho Chancery Lane,257,397,454,506,617,641,0,2872
The Pavilion,386,263,341,309,690,633,249,2871
Eli’s Restaurant - South Kensington,326,403,358,546,427,810,0,2870
"The Trinity, Borough",298,247,300,407,334,786,498,2870
Satan's Whiskers,280,378,409,427,518,464,393,2869
Casa Malevo,311,279,421,570,498,442,347,2868
Vinoteca Marylebone,288,397,389,603,497,694,0,2868
Dragon Inn Club,469,413,346,324,485,516,315,2868
Island Queen Islington,168,291,352,482,549,653,372,2867
The Refinery New Street Square,362,644,540,820,498,0,0,2864
The Port House,128,357,539,546,567,727,0,2864
"The Prince Edward, Bayswater",160,159,234,475,669,723,443,2863
Kings Head London,270,331,424,684,546,608,0,2863
Bar Story,356,261,372,337,523,715,299,2863
Golden Lion,216,234,260,315,549,578,710,2862
Grove House Tavern,219,339,297,334,640,646,386,2861
The Victoria Dalston,210,284,310,411,486,733,426,2860
Crown,251,294,363,423,450,713,365,2859
Trullo,335,411,420,486,504,418,285,2859
"The Astronomer, EC1",184,316,439,635,544,560,177,2855
London Hospital Tavern,270,352,399,459,648,663,64,2855
Smiths of Smithfield,200,414,580,874,587,179,19,2853
Narrowboat,142,227,336,394,417,767,569,2852
Brewmaster,222,239,307,381,516,776,411,2852
Meraki Restaurant & Bar,0,524,582,602,589,554,0,2851
Marquis Of Granby,323,583,617,653,647,28,0,2851
The Ship & Shovell,146,292,515,600,585,713,0,2851
Well & Bucket,0,241,304,453,569,857,427,2851
Bar Elba,173,254,379,421,607,711,305,2850
Ye Ye Noodle and dumplings,317,397,385,415,358,499,479,2850
Soho Joe,0,356,433,438,754,869,0,2850
The Tankard,0,0,425,420,634,877,493,2849
Jazz After Dark Ltd,0,240,458,598,542,787,223,2848
The Finery,165,321,510,580,718,553,0,2847
The King & Co,388,278,350,360,565,625,281,2847
White Swan,193,658,440,714,600,242,0,2847
The Harrison Pub & Hotel,189,270,374,489,462,515,547,2846
Social,148,301,262,385,623,795,332,2846
Tarmon Free House London,419,245,350,452,499,544,332,2841
The Hop Exchange,700,472,527,675,409,58,0,2841
Hemingways,104,143,313,472,719,335,754,2840
Queensway Market,409,379,422,416,517,402,295,2840
Two Point Thai,0,488,383,571,547,439,412,2840
Feeleys,157,132,321,418,465,770,577,2840
